Text,User,Location,Country,Subjectivity,Polarity,Analysis
176," An eighth grade Missouri boy died of Covid-19 complications, becoming the state’s, and one of the nation’s, youngest death fro…",DavidCBismarck,"North Dakota, USA",United States of America,0.8500000000000001,0.45,Positive
177," NEW CMO orders any patients with Danish travel history with ?Covid-19 to be managed in ""strict isolation"" and transfered…",oreillynic,,Italy,0.45454545454545453,0.13636363636363635,Positive
178,"Corona and the Thug

Corona virus costs  the world a lot of dear lives and rare money, however Coronavirus has done… ",Abadi08369417,Khartoum,Sudan al-Sūdān,0.9,0.3,Positive
179," BREAKING Joe Biden plans to launch a Coronavirus task force soon.

All in favor of having it run by Dr. Fauci? 🖐",kenyabrunson,,Italy,0.0,0.0,Neutral
180,Coronavirus British Airways scales back operations as new lockdown begins - Sky News ,travelogiq,"Dubai, United Arab Emirates",United Arab Emirates,0.15151515151515152,0.04545454545454545,Positive
181," Reopening schools causes R, transmission rate, to surge

Transmission rises by 24% within a month of children returning t…",PeSalard,France,,0.0,0.0,Neutral
182,Musim PKPB ni sikit-sikit kumpul barang camping. Next year trip tidur dalam tent &amp; enjoy nature. It’d be a good way… ,solehahMM,"Evansville, IN",United States of America,0.3666666666666667,0.3666666666666667,Positive
183," ‘Built on bedrock science'. 👏 Can this be the default for *all* pressing issues, please. USAelection2020  …",dawnbazely,Toronto,Canada,0.0,0.0,Neutral
184, Another 413 people with coronavirus have died across the UK in the latest 24-hour period - 58 more than the number reported o…,digiphotoman,,Italy,0.7,0.5,Positive
185," Married to a Tory MP ✅
Appointed by Johnson without competition ✅
Brazen conflict of interest ✅
Leaked confidential info…",RizThfc,"London, England",United Kingdom,0.25,0.25,Positive
186,"The Hindu U.S. President-elect Joe Biden vows to tackle coronavirus; to name advisers on Monday.


via ",Balendr03537248,"Malangwa, Sarlahi, Nepal",Nepal,0.0,0.0,Neutral
187,Medicare beneficiaries would get a reprieve on higher Part B costs next year in the coronavirus relief package prop… ,StoneLawOffices,"Las Vegas, NV",United States of America,0.25,0.125,Positive
188," Germany Coronavirus TRAVELINFO

Those who enter Germany only have to be in quarantine for ten days from today.  The time can…",CyFi10,,Italy,0.5,0.0,Neutral
189," bsindia CoronavirusPandemic LIVE | Mexico reports 6,810 more Covid-19 cases; India's coronavirus Case Fatality Rate at 1.4…",viralvideovlogs,കേരളം,India,0.5,0.3181818181818182,Positive
190,"bsindia CoronavirusPandemic LIVE | Mexico reports 6,810 more Covid-19 cases; India's coronavirus Case Fatality Ra… ",ArindamTm,India,,0.5,0.3181818181818182,Positive
191," The Sturgis motorcycle rally has been linked to 125 coronavirus cases in South Dakota, 74 in Minnesota and scores in other…",krist117,Minneapolis MN,United States of America,0.0,0.0,Neutral
192,"""Clashes break out in Leipzig as German police try to end a maskless protest, and other news from around the world.… ",monubadshah2,"New Delhi, India",India,0.1875,-0.0625,Negative
193," In the U.S., the coronavirus pandemic has driven a surge in bicycle sales and use. A more supportive federal policy toward non…",BorisAVelo,Paris,France,0.75,0.5,Positive
194,We’ve got Coronavirus &amp; Brexit On our plate 🍽  😀,Iffykha38545015,"City of London, London",United Kingdom,0.0,0.0,Neutral
195,bsindia COVIDー19 Factoid | India record lowest drop in active cases in more than a month; Global cases cross 50 m… ,ArindamTm,India,,0.275,0.09166666666666667,Positive
196," “whoever was behind the leak had compelled the Prime Minister to rush into another economically ruinous lockdown, base…",Farquharson,"England, United Kingdom",United Kingdom,0.8,-0.05000000000000002,Negative
197," Right now, safety is the best way to prevent COVID19 infection. Stay indoors, wear facemask whenever you go outside, mainta…",thesrittam,"उड़ीसा, भारत",,0.29523809523809524,0.42857142857142855,Positive
198,"rt keloland The number of deaths also increased by 14 to 1,829. Several long-term care facilities recorded added… ",605News,,Italy,0.0,0.0,Neutral
199,"""Driven by surges in the U.S. and Europe, global infections approach 50 million, with a daily death toll averaging… ",monubadshah2,"New Delhi, India",India,0.0,0.0,Neutral
200,Vietnam opts for containment over 'high risk' rush for costly vaccine ,SCBriand,"Geneva, Switzerland",Switzerland,0.5399999999999999,0.16,Positive
201," An eighth grade Missouri boy died of Covid-19 complications, becoming the state’s, and one of the nation’s, youngest death fro…",barbc9988,,Italy,0.8500000000000001,0.45,Positive
202," U.S. reports 130,000 new coronavirus cases, fourth straight daily record  ",SirenaMarbella,,Italy,0.21363636363636362,0.08409090909090909,Positive
203, Joe Biden was elected the nation’s 46th president Saturday in a repudiation of President Trump powered by legions of wo…,bikequeen3,,Italy,0.0,0.0,Neutral
204,To secure killing of innocent people in the world Boris Johnson I think befor… ,Emmanue71371818,,Italy,0.6499999999999999,0.45,Positive
205,"rt keloland COVID-19 is sweeping across Minnesota at an unprecedented pace, breaking records for new cases and da… ",605News,,Italy,0.6772727272727272,0.36818181818181817,Positive
206,HOLY SHIT I PROBABLY HAVE CORONAVIRUS ,HYPERSONICHERRY,minor~ she/her,,0.8,-0.2,Negative
207,"Coronavirus Young people told to isolate should be offered free mobile data and gaming, says SAGE via /r/technolog… ",TechINeed,United States,,0.6000000000000001,0.25,Positive
208," Married to a Tory MP ✅
Appointed by Johnson without competition ✅
Brazen conflict of interest ✅
Leaked confidential info…",thdoyley,Bangor NI (nee Liverpool),,0.25,0.25,Positive
209," COVID U.S. reported over 128,000 new coronavirus cases in the last 24 hours.

The highest daily figure reported by any…",ls61072,"Dehradun, India",India,0.17373737373737375,0.04545454545454545,Positive
210," Rich &amp; greedy &amp; wants Boris Johnson's job

Meet Rishi Sunak the Tory Chancellor who failed to declare his wife's cloth…",poet_yorkshire,"Barnsley, England",United Kingdom,0.3833333333333333,0.024999999999999984,Positive
211,"In September, Danish Prime Minister Mette Frederiksen laughed off a reporter’s question about coronavirus infection… ",simonboxer,,Italy,0.2,0.7,Positive
212," Let's take a brief journey into the success (or lack thereof) of masks in preventing the spread of coronavirus. 

Come with me…",freenationtoday,WEST YORKSHIRE-ENGLAND ,United Kingdom,0.16666666666666666,0.15,Positive
213," Communist China can’t spin their utter failure to control the Coronavirus. 

The global community knows what really happe…",FullMoonNoStar,,Italy,0.375,-0.029166666666666674,Negative
214,"""More than 200 cases have been linked to a church in northern Massachusetts."" by BY ZACH MONTAGUE via NYT… ",monubadshah2,"New Delhi, India",India,0.5,0.5,Positive
215," 👍If you develop coronavirus symptoms, there are plenty of testing kits available at  or by callin…",Pramstead_,"Hampstead, Camden, London",United Kingdom,0.4,0.4,Positive
216," BREAKING Minneapolis-St Paul hospitals. ICU capacity is effectively maxed out at 98% in Twin Cities, and 92% statewide. MN…",Sil3ntH33l,,Italy,0.8,0.6,Positive
217," An eighth grade Missouri boy died of Covid-19 complications, becoming the state’s, and one of the nation’s, youngest death fro…",lmhansford,"Arizona, USA",United States of America,0.8500000000000001,0.45,Positive
218,"""Matt Gaetz, a congressman with close ties to the White House, said he tested positive for antibodies this week."" b… ",monubadshah2,"New Delhi, India",India,0.2727272727272727,0.11363636363636363,Positive
219,The Grand Emergency Committee 40 new cases of coronavirus were recorded in the Rafah governorate in the morning session on Sunday.,NoorObaid11,,Italy,0.7272727272727273,0.3181818181818182,Positive
220,"""U.S. infections are breaking records day after day, and deaths are rising in more than half the country."" by BY WI… ",monubadshah2,"New Delhi, India",India,0.3333333333333333,0.16666666666666669,Positive
221,"I cant even remember why they started saying it, drugs weren't in conversation, they were talking about coronavirus",marth_burton,"Job City, NJ",United States of America,0.0,0.0,Neutral
222,"""Hundreds of infections can be traced to the Sturgis motorcycle rally, but its full impact may never be clear."" by… ",monubadshah2,"New Delhi, India",India,0.4666666666666667,0.225,Positive
223,"""A California city says the police can remove maskless customers from stores. The police aren’t so sure."" by BY ELL… ",monubadshah2,"New Delhi, India",India,0.8888888888888888,0.5,Positive
224," Reopening schools causes R, transmission rate, to surge

Transmission rises by 24% within a month of children returning t…",JoanLM80,臺南，臺灣。,,0.0,0.0,Neutral
225,"rt keloland As winter approaches and hospitals scramble to make room for coronavirus patients, physicians and med… ",605News,,Italy,0.0,0.0,Neutral
226,"""China’s propaganda machine rolls out praise for Wuhan, ignoring officials’ mistakes."" by BY VIVIAN WANG via NYT… ",monubadshah2,"New Delhi, India",India,0.1,-0.1,Negative
227," Nine members of the Los Angeles Dodgers organization and one family member have tested positive for the coronavirus, county he…",WomensHoopsBlog,,Italy,0.5454545454545454,0.22727272727272727,Positive
228, Joe Biden was elected the nation’s 46th president Saturday in a repudiation of President Trump powered by legions of wo…,mdt4129,,Italy,0.0,0.0,Neutral
229," ‼️BREAKING Oklahoma reports a staggering 4,741 new coronavirus cases, shattering the previous single-day record and launch…",PandaBwee,"Tulsa, OK",United States of America,0.3106060606060606,-0.015151515151515152,Negative
230,"Germany Coronavirus TRAVELINFO

Those who enter Germany only have to be in quarantine for ten days from today.… ",Xy5Z89,"Deutschland, EU ",Germany,0.5,0.0,Neutral
231,"English Trump, like Brexit, was the indulgence of a nation that had taken its safety and security for granted. There was a sense…",chunianello,,Italy,0.0,0.0,Neutral
232,Coronavirus - if you're worried about working ~  ,IpswichCAB,Ipswich Suffolk UK,United Kingdom,0.0,0.0,Neutral
233," U.S. reports 130,000 new coronavirus cases, fourth straight daily record  ",djforreal57,,Italy,0.21363636363636362,0.08409090909090909,Positive
234,"13 new Gwent coronavirus deaths confirmed, among 32 in Wales ",NewportWales,"Newport, South Wales",United Kingdom,0.7272727272727273,0.2681818181818182,Positive
235,UnitedKingdomListing uklive uknews ukreports ukstory Covid Remembrance Sunday scaled back and swan’s lockdown… ,onlinelisting,United States,,0.0,0.0,Neutral
236,"Texas has become the first state to surpass a million coronavirus cases in the United States, as the country battl… ",TheCivilEyes,,Italy,0.3333333333333333,0.25,Positive
237,"Anita and Dharti, attached to Sewri TB Hospital, have not let disability come in the way of their work during the p… ",MumbaiMirror,"Mumbai, India",India,0.0,0.0,Neutral
238,"The Scottish Photography Experience

We have completed our risk assessment for Coronavirus Lockdown Easing Measures… ",ScottishFotoExp,"Edinburgh, Scotland",United Kingdom,0.0,0.0,Neutral
239," U.S. reports 130,000 new coronavirus cases, fourth straight daily record  ",marjolin,"Ventura, CA",Canada,0.21363636363636362,0.08409090909090909,Positive
240," Now that Italy has been caught up in Europe's second wave, there's a growing sense that the country and the continent…",Cgoinggal,,Italy,0.0,0.0,Neutral
241," L.A. County reports third straight day with more than 2,000 new COVID-19 cases ",brokenbong,"Sunny,Cali",Panama,0.3386363636363636,0.20909090909090908,Positive
242, Business Support Grant update Businesses in Stratford district will be able to receive additional support during the sec…,TalkBusinessUK,"England, United Kingdom",United Kingdom,0.625,0.5,Positive
243,"Actually, it's amusing to see the deflects. Having been subjected to gaslighting and absolute bat shit… ",optaunix,,Italy,0.95,0.4,Positive
244," An eighth grade Missouri boy died of Covid-19 complications, becoming the state’s, and one of the nation’s, youngest death fro…",Captainturk4,,Italy,0.8500000000000001,0.45,Positive
